Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2205,Data Analytics ,NA,5650,$225.22 ,26,3,NA,"$1,774 ",2/11/2024,Hyderabad,Desktop,Online Data Analytic
A2206,Data Analytcis ,109,5219,$215.76 ,15,3,0.028,"$1,408 ",18-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2207,DataAnalytics,191,3333,$187.71 ,13,5,0.026,"$1,360 ",11/26/2024,Hyderabad,Desktop,Learn Data Analytics
A2208,Data Analytics ,101,4435,$222.49 ,11,10,0.099,"$1,277 ",11/21/2024,Hyderabad,Mobile,Data Anaytics Training
A2209,Data Analytcis ,152,5204,$210.28 ,11,7,0.046,NA,11/23/2024,Hyderabad,Mobile,Online Data Analytic
A2210,Data Analytcis ,164,3856,$241.65 ,27,4,0.024,"$1,786 ",21-11-2024,Hyderabad,Desktop,Data Anaytics Training
A2211,Data Analytcis ,83,4143,$203.11 ,23,10,NA,"$1,517 ",11/26/2024,Hyderabad,Mobile,Learn Data Analytics
A2212,Data Analytics ,199,5895,$239.59 ,21,4,0.02,"$1,592 ",11/30/2024,Hyderabad,Mobile,Data Anaytics Training
A2213,DataAnalytics,141,4039,$205.80 ,28,6,NA,"$1,220 ",11/8/2024,Hyderabad,Desktop,Data Analitics Online
A2214,Data Analytcis ,131,4773,$215.36 ,26,7,0.053,"$1,363 ",11/8/2024,Hyderabad,Tablet,Data Analitics Online
A2215,DataAnalytics,NA,5360,$229.38 ,30,7,NA,"$1,896 ",11/19/2024,Hyderabad,Tablet,Learn Data Analytics
A2216,DataAnalytics,164,5380,$223.15 ,13,5,0.047,"$1,661 ",23-11-2024,Hyderabad,Desktop,Analytics For Data
A2217,Data analytics ,149,3323,$197.76 ,23,4,0.027,"$1,181 ",11/17/2024,Hyderabad,Mobile,Data Analitics Online
A2218,Data Analytics ,112,3870,$215.05 ,26,6,0.054,"$1,483 ",11/3/2024,Hyderabad,Desktop,Learn Data Analytics
A2219,Data analytics ,139,4486,$205.46 ,28,4,0.058,"$1,853 ",24-11-2024,Hyderabad,Tablet,Online Data Analytic
A2220,Data analytics ,105,3384,$240.41 ,26,8,0.057,"$1,399 ",11/3/2024,Hyderabad,Desktop,Data Analitics Online
A2221,DataAnalytics,83,5066,$236.91 ,22,NA,NA,NA,11/21/2024,Hyderabad,Desktop,Learn Data Analytics
A2222,Data Analytcis ,127,5947,$209.67 ,27,3,0.024,"$1,155 ",11/28/2024,Hyderabad,Desktop,Learn Data Analytics
A2223,Data Analytcis ,133,4286,$216.16 ,18,9,0.054,"$1,839 ",8/11/2024,Hyderabad,Desktop,Data Analitics Online
A2224,Data Analytics ,197,5733,$185.09 ,14,5,0.025,"$1,295 ",11/5/2024,Hyderabad,Tablet,Data Anaytics Training
A2225,Data Analytcis ,125,5103,$221.93 ,30,7,0.052,"$1,398 ",8/11/2024,Hyderabad,Tablet,Analytics For Data
A2226,Data Analytcis ,147,5228,$210.94 ,12,9,NA,"$1,784 ",11/28/2024,Hyderabad,Desktop,Data Anaytics Training
A2227,Data Analytcis ,153,3666,$198.40 ,16,4,0.026,"$1,820 ",11/20/2024,Hyderabad,Mobile,Learn Data Analytics
A2228,DataAnalytics,196,3440,$212.98 ,15,5,0.026,"$1,539 ",11/26/2024,Hyderabad,Tablet,Learn Data Analytics
A2229,Data analytics ,87,3031,$234.25 ,17,7,0.08,"$1,167 ",11/5/2024,Hyderabad,Desktop,Data Analitics Online
A2230,DataAnalytics,151,5957,$188.22 ,15,8,0.053,"$1,468 ",11/25/2024,Hyderabad,Tablet,Analytics For Data
A2231,Data Analytcis ,93,4689,$197.54 ,15,4,0.043,"$1,073 ",25-11-2024,Hyderabad,Mobile,Data Analitics Online
A2232,Data analytics ,145,3085,$194.96 ,26,5,0.033,"$1,673 ",24-11-2024,Hyderabad,Desktop,Online Data Analytic
A2233,Data Analytics ,128,3341,$185.57 ,25,5,0.039,"$1,516 ",11/20/2024,Hyderabad,Tablet,Online Data Analytic
A2234,DataAnalytics,134,5521,$243.57 ,15,3,NA,"$1,658 ",24-11-2024,Hyderabad,Desktop,Online Data Analytic
A2235,Data analytics ,104,3696,$206.54 ,28,NA,0.053,"$1,985 ",11/11/2024,Hyderabad,Desktop,Data Anaytics Training
A2236,Data Analytcis ,177,3765,$216.48 ,26,10,0.056,"$1,507 ",11/20/2024,Hyderabad,Tablet,Data Analitics Online
A2237,DataAnalytics,94,5455,$249.09 ,15,3,NA,NA,14-11-2024,Hyderabad,Mobile,Analytics For Data
A2238,Data analytics ,198,5260,$205.53 ,13,10,0.051,"$1,766 ",11/12/2024,Hyderabad,Desktop,Analytics For Data
A2239,Data analytics ,140,4404,$186.01 ,23,6,0.059,"$1,625 ",11/9/2024,Hyderabad,Tablet,Analytics For Data
A2240,Data Analytcis ,137,5445,$237.51 ,20,5,NA,"$1,904 ",25-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2241,Data Analytcis ,153,3068,NA,25,8,0.052,"$1,165 ",19-11-2024,Hyderabad,Tablet,Analytics For Data
A2242,Data analytics ,177,NA,$240.09 ,26,10,NA,NA,11/8/2024,Hyderabad,Mobile,Data Anaytics Training
A2243,DataAnalytics,100,4042,NA,13,6,NA,"$1,678 ",11/18/2024,Hyderabad,Desktop,Analytics For Data
A2244,Data analytics ,160,5645,$195.42 ,25,6,0.031,"$1,600 ",16-11-2024,Hyderabad,Tablet,Data Analitics Online
A2245,Data Analytcis ,194,3751,$244.34 ,23,5,0.026,NA,2/11/2024,Hyderabad,Mobile,Data Analitics Online
A2246,Data Analytics ,128,5010,$202.34 ,26,7,0.055,NA,11/16/2024,Hyderabad,Tablet,Data Anaytics Training
A2247,Data Analytics ,80,4506,$236.47 ,11,5,NA,"$1,953 ",20-11-2024,Hyderabad,Desktop,Data Analytics Course
A2248,DataAnalytics,81,5843,$209.54 ,10,9,NA,"$1,979 ",11/9/2024,Hyderabad,Tablet,Data Anaytics Training
A2249,Data Analytcis ,102,5369,$198.39 ,29,4,0.039,"$1,659 ",19-11-2024,Hyderabad,Tablet,Data Analytics Course
A2250,Data analytics ,197,4047,$202.72 ,15,3,0.015,"$1,345 ",5/11/2024,Hyderabad,Mobile,Data Analitics Online
A2251,Data analytics ,84,4463,$198.44 ,17,3,0.036,"$1,110 ",11/2/2024,Hyderabad,Mobile,Analytics For Data
A2252,Data analytics ,119,4610,$222.70 ,18,3,0.025,"$1,473 ",11/18/2024,Hyderabad,Desktop,Data Analitics Online
A2253,DataAnalytics,96,5957,$225.59 ,27,10,0.104,"$1,062 ",11/21/2024,Hyderabad,Mobile,Data Analitics Online
A2254,Data Analytcis ,144,5704,$196.67 ,29,6,0.042,"$1,573 ",29-11-2024,Hyderabad,Mobile,Analytics For Data
A2255,Data Analytics ,148,5335,$223.36 ,21,9,0.061,"$1,251 ",11/20/2024,Hyderabad,Tablet,Data Analitics Online
A2256,Data Analytics ,151,4901,$224.29 ,27,7,NA,"$1,425 ",11/5/2024,Hyderabad,Mobile,Data Anaytics Training
A2257,Data Analytcis ,175,5392,$187.74 ,17,9,NA,"$1,015 ",11/21/2024,Hyderabad,Tablet,Data Analitics Online
A2258,Data Analytcis ,189,3461,$224.72 ,20,NA,NA,"$1,390 ",11/21/2024,Hyderabad,Desktop,Data Anaytics Training
A2259,Data Analytics ,157,5451,$183.89 ,12,10,0.064,"$1,180 ",29-11-2024,Hyderabad,Desktop,Data Analytics Course
A2260,DataAnalytics,126,NA,$201.56 ,27,10,0.079,"$1,122 ",11/21/2024,Hyderabad,Desktop,Analytics For Data
A2261,Data Analytcis ,85,3770,$204.04 ,30,7,NA,"$1,238 ",14-11-2024,Hyderabad,Mobile,Learn Data Analytics
A2262,Data Analytics ,89,3573,$193.53 ,NA,10,0.112,"$1,926 ",15-11-2024,Hyderabad,Desktop,Learn Data Analytics
A2263,DataAnalytics,152,4092,$196.66 ,10,5,NA,"$1,396 ",11/11/2024,Hyderabad,Desktop,Analytics For Data
A2264,Data Analytics ,126,3999,$181.58 ,22,9,0.071,"$1,145 ",11/27/2024,Hyderabad,Mobile,Online Data Analytic
A2265,Data analytics ,153,3354,$243.13 ,24,6,0.039,"$1,536 ",11/10/2024,Hyderabad,Mobile,Data Analytics Course
A2266,DataAnalytics,98,4801,$186.52 ,10,3,0.031,"$1,121 ",11/7/2024,Hyderabad,Desktop,Learn Data Analytics
A2267,Data Analytcis ,145,4799,$194.74 ,17,6,NA,"$1,381 ",7/11/2024,Hyderabad,Desktop,Analytics For Data
A2268,Data analytics ,179,3753,$220.87 ,23,6,NA,"$1,966 ",11/14/2024,Hyderabad,Tablet,Data Analytics Course
A2269,Data analytics ,108,4698,$187.19 ,19,10,NA,"$1,118 ",15-11-2024,Hyderabad,Mobile,Data Analitics Online
A2270,Data Analytcis ,191,3522,$216.65 ,25,5,0.026,"$1,835 ",11/24/2024,Hyderabad,Tablet,Data Anaytics Training
A2271,Data analytics ,183,3363,$212.08 ,10,9,0.049,"$1,511 ",7/11/2024,Hyderabad,Tablet,Data Analitics Online
A2272,Data Analytics ,175,5924,$223.30 ,14,3,0.017,"$1,505 ",11/4/2024,Hyderabad,Mobile,Analytics For Data
A2273,DataAnalytics,97,3558,$195.50 ,13,3,0.058,"$1,544 ",11/11/2024,Hyderabad,Desktop,Data Analytics Course
A2274,Data Analytics ,159,4208,$236.75 ,13,8,0.05,"$1,849 ",11/16/2024,Hyderabad,Tablet,Data Anaytics Training
A2275,DataAnalytics,125,3607,$224.45 ,22,9,0.072,"$1,392 ",2/11/2024,Hyderabad,Tablet,Analytics For Data
A2276,Data Analytcis ,193,NA,$199.27 ,13,9,NA,"$1,612 ",8/11/2024,Hyderabad,Mobile,Data Analitics Online
A2277,Data Analytcis ,110,5220,$233.06 ,16,4,0.036,"$1,711 ",15-11-2024,Hyderabad,Mobile,Data Anaytics Training
A2278,DataAnalytics,83,5247,$231.04 ,27,3,0.054,"$1,636 ",11/4/2024,Hyderabad,Desktop,Data Analitics Online
A2279,Data analytics ,166,5522,$218.34 ,13,3,0.018,"$1,235 ",11/22/2024,Hyderabad,Desktop,Online Data Analytic
A2280,DataAnalytics,108,3682,$214.43 ,20,3,0.028,"$1,553 ",27-11-2024,Hyderabad,Desktop,Learn Data Analytics
A2281,Data Analytcis ,84,4549,$191.96 ,15,7,NA,"$1,303 ",13-11-2024,Hyderabad,Desktop,Data Analytics Course
A2282,DataAnalytics,117,5170,NA,16,10,0.085,NA,20-11-2024,Hyderabad,Tablet,Data Analitics Online
A2283,DataAnalytics,195,3122,$205.30 ,24,4,0.043,"$1,326 ",11/14/2024,Hyderabad,Mobile,Data Anaytics Training
A2284,Data Analytics ,149,3650,$220.25 ,17,3,0.02,NA,29-11-2024,Hyderabad,Mobile,Data Analitics Online
A2285,Data analytics ,142,5436,$237.09 ,14,7,NA,"$1,269 ",20-11-2024,Hyderabad,Tablet,Online Data Analytic
A2286,Data analytics ,98,5485,$182.29 ,16,5,0.051,"$1,518 ",11/19/2024,Hyderabad,Desktop,Learn Data Analytics
A2287,Data analytics ,169,3778,NA,11,3,0.018,"$1,721 ",14-11-2024,Hyderabad,Desktop,Data Anaytics Training
A2288,Data Analytics ,99,3051,NA,18,6,0.053,"$1,762 ",11/29/2024,Hyderabad,Mobile,Online Data Analytic
A2289,Data Analytcis ,170,5286,$190.65 ,22,7,0.041,"$1,110 ",11/9/2024,Hyderabad,Desktop,Data Analitics Online
A2290,Data Analytics ,NA,3533,$248.96 ,22,4,NA,"$1,606 ",5/11/2024,Hyderabad,Mobile,Data Anaytics Training
A2291,DataAnalytics,156,5125,$182.15 ,26,10,0.064,"$1,658 ",16-11-2024,Hyderabad,Mobile,Data Analytics Course
A2292,DataAnalytics,91,4500,$241.81 ,20,3,0.033,"$1,902 ",11/22/2024,Hyderabad,Mobile,Data Analitics Online
A2293,Data analytics ,140,4633,$228.65 ,15,4,0.049,"$1,738 ",11/20/2024,Hyderabad,Mobile,Data Analitics Online
A2294,Data Analytcis ,142,3155,$229.01 ,NA,10,0.053,"$1,955 ",1/11/2024,Hyderabad,Mobile,Learn Data Analytics
A2295,Data analytics ,198,3444,$195.91 ,27,4,0.056,"$1,317 ",10/11/2024,Hyderabad,Desktop,Data Analitics Online
A2296,Data analytics ,88,4253,$210.50 ,23,8,0.051,"$1,918 ",11/11/2024,Hyderabad,Tablet,Data Analitics Online
A2297,Data Analytics ,130,4925,$201.10 ,26,5,NA,"$1,301 ",15-11-2024,Hyderabad,Tablet,Analytics For Data
A2298,DataAnalytics,186,3576,$213.96 ,26,4,0.022,"$1,689 ",2/11/2024,Hyderabad,Tablet,Learn Data Analytics
A2299,DataAnalytics,146,5831,$203.07 ,19,5,0.055,"$1,216 ",28-11-2024,Hyderabad,Mobile,Analytics For Data
A2300,Data Analytics ,199,5147,$203.08 ,27,10,0.05,"$1,126 ",30-11-2024,Hyderabad,Tablet,Data Analytics Course
A2301,Data Analytics ,94,4242,$208.78 ,14,5,0.053,"$1,122 ",11/17/2024,Hyderabad,Tablet,Learn Data Analytics
A2302,Data Analytcis ,119,5530,$205.75 ,25,9,NA,"$1,725 ",11/14/2024,Hyderabad,Mobile,Analytics For Data
A2303,Data Analytcis ,168,4614,$241.24 ,28,9,NA,"$1,307 ",11/1/2024,Hyderabad,Mobile,Online Data Analytic
A2304,DataAnalytics,117,5016,$249.38 ,10,9,0.077,"$1,832 ",2/11/2024,Hyderabad,Tablet,Learn Data Analytics
A2305,Data Analytcis ,156,5072,$249.37 ,18,3,0.058,"$1,701 ",11/12/2024,Hyderabad,Mobile,Learn Data Analytics
A2306,Data analytics ,151,4805,$241.95 ,22,3,0.056,"$1,571 ",11/3/2024,Hyderabad,Tablet,Online Data Analytic
A2307,Data Analytcis ,133,4474,$198.99 ,10,NA,NA,"$1,394 ",11/3/2024,Hyderabad,Mobile,Online Data Analytic
A2308,Data Analytics ,105,5151,$188.18 ,14,9,0.032,"$1,595 ",11/3/2024,Hyderabad,Tablet,Online Data Analytic
A2309,Data Analytics ,98,4515,$219.39 ,12,7,NA,"$1,805 ",11/7/2024,Hyderabad,Desktop,Learn Data Analytics
A2310,Data Analytics ,93,4269,$247.76 ,21,8,0.086,"$1,543 ",19-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2311,Data Analytics ,165,3759,$231.62 ,23,NA,NA,"$1,052 ",11/28/2024,Hyderabad,Mobile,Analytics For Data
A2312,Data Analytics ,156,4476,$186.68 ,17,10,0.033,"$1,372 ",11/13/2024,Hyderabad,Tablet,Analytics For Data
A2313,DataAnalytics,166,5749,$236.52 ,11,5,0.036,"$1,780 ",11/15/2024,Hyderabad,Desktop,Analytics For Data
A2314,Data analytics ,134,5166,$191.92 ,10,3,0.037,"$1,526 ",11/4/2024,Hyderabad,Mobile,Learn Data Analytics
A2315,Data Analytics ,103,3687,$194.73 ,27,4,NA,"$1,347 ",11/15/2024,Hyderabad,Tablet,Learn Data Analytics
A2316,Data Analytcis ,95,4939,$219.43 ,26,3,0.032,"$1,785 ",7/11/2024,Hyderabad,Mobile,Data Anaytics Training
A2317,Data Analytics ,155,3180,$229.63 ,15,8,0.052,"$1,832 ",15-11-2024,Hyderabad,Desktop,Data Analytics Course
A2318,Data analytics ,184,3981,$193.25 ,16,3,0.035,"$1,359 ",30-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2319,DataAnalytics,186,3392,$218.16 ,29,7,0.038,"$1,012 ",8/11/2024,Hyderabad,Desktop,Analytics For Data
A2320,Data analytics ,93,3160,$220.75 ,30,8,0.086,"$1,472 ",11/8/2024,Hyderabad,Desktop,Data Analitics Online
A2321,Data analytics ,138,4699,$202.54 ,26,9,0.065,"$1,133 ",11/25/2024,Hyderabad,Tablet,Online Data Analytic
A2322,Data Analytics ,96,3730,$217.61 ,16,4,0.042,"$1,283 ",11/7/2024,Hyderabad,Desktop,Analytics For Data
A2323,DataAnalytics,127,5221,$226.67 ,17,3,NA,"$1,384 ",11/3/2024,Hyderabad,Tablet,Data Anaytics Training
A2324,Data Analytcis ,92,3299,$188.58 ,11,9,0.098,"$1,678 ",11/27/2024,Hyderabad,Desktop,Data Analitics Online
A2325,Data Analytics ,156,5634,$247.45 ,16,5,0.032,"$1,925 ",8/11/2024,Hyderabad,Tablet,Data Analytics Course
A2326,Data Analytcis ,113,5991,$211.28 ,16,3,0.027,"$1,499 ",16-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2327,Data Analytics ,84,3917,$233.19 ,13,10,0.049,NA,11/11/2024,Hyderabad,Desktop,Data Analytics Course
A2328,Data Analytics ,189,5335,$181.46 ,27,9,0.048,"$1,734 ",8/11/2024,Hyderabad,Mobile,Online Data Analytic
A2329,Data analytics ,149,4550,$219.44 ,11,9,0.06,"$1,659 ",11/16/2024,Hyderabad,Tablet,Online Data Analytic
A2330,Data analytics ,100,5805,$181.27 ,15,4,0.04,"$1,195 ",4/11/2024,Hyderabad,Desktop,Learn Data Analytics
A2331,Data Analytics ,105,5156,$201.01 ,25,10,NA,"$1,472 ",11/11/2024,Hyderabad,Desktop,Analytics For Data
A2332,Data Analytcis ,86,5060,$249.40 ,15,4,0.047,"$1,761 ",15-11-2024,Hyderabad,Tablet,Data Analitics Online
A2333,Data Analytcis ,93,5178,$245.13 ,14,5,0.054,"$1,080 ",11/8/2024,Hyderabad,Mobile,Data Analitics Online
A2334,Data Analytcis ,180,3076,$227.91 ,12,10,0.056,NA,5/11/2024,Hyderabad,Desktop,Online Data Analytic
A2335,Data Analytcis ,156,3218,$235.69 ,28,6,0.038,"$1,289 ",11/16/2024,Hyderabad,Tablet,Data Analitics Online
A2336,Data analytics ,124,4682,$207.53 ,20,3,0.033,"$1,550 ",11/3/2024,Hyderabad,Tablet,Online Data Analytic
A2337,DataAnalytics,177,3592,$205.25 ,29,9,0.051,"$1,271 ",11/15/2024,Hyderabad,Desktop,Data Anaytics Training
A2338,Data Analytics ,156,3506,$242.90 ,13,NA,NA,"$1,208 ",11/1/2024,Hyderabad,Desktop,Analytics For Data
A2339,Data Analytics ,132,3562,$238.34 ,23,4,0.03,"$1,033 ",29-11-2024,Hyderabad,Tablet,Data Analytics Course
A2340,Data Analytcis ,178,NA,$203.60 ,12,3,0.017,"$1,155 ",11/2/2024,Hyderabad,Tablet,Analytics For Data
A2341,Data Analytcis ,153,3953,$237.56 ,20,6,0.053,"$1,388 ",26-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2342,Data Analytics ,187,4891,$223.99 ,14,8,0.043,"$1,014 ",11/26/2024,Hyderabad,Mobile,Online Data Analytic
A2343,Data Analytics ,155,4976,$183.21 ,10,5,0.053,"$1,554 ",13-11-2024,Hyderabad,Tablet,Online Data Analytic
A2344,Data Analytics ,90,5781,$200.71 ,28,5,0.046,NA,7/11/2024,Hyderabad,Mobile,Data Analitics Online
A2345,Data Analytcis ,172,3001,$210.62 ,14,4,0.023,"$1,192 ",11/25/2024,Hyderabad,Tablet,Data Analitics Online
A2346,Data Analytics ,92,5728,$224.50 ,14,9,0.098,"$1,876 ",26-11-2024,Hyderabad,Tablet,Online Data Analytic
A2347,Data analytics ,162,5103,$188.15 ,13,9,0.056,"$1,264 ",11/28/2024,Hyderabad,Mobile,Analytics For Data
A2348,Data Analytics ,193,3131,$198.10 ,22,5,0.035,"$1,870 ",11/19/2024,Hyderabad,Tablet,Data Analytics Course
A2349,Data Analytcis ,NA,3547,$238.34 ,13,5,NA,"$1,130 ",11/2/2024,Hyderabad,Desktop,Data Analitics Online
A2350,Data Analytcis ,185,4070,$200.95 ,21,5,0.027,"$1,503 ",11/7/2024,Hyderabad,Mobile,Online Data Analytic
A2351,Data Analytcis ,117,3350,$243.68 ,23,5,0.056,"$1,204 ",11/14/2024,Hyderabad,Desktop,Analytics For Data
A2352,DataAnalytics,123,4976,$244.49 ,14,4,0.033,"$1,579 ",11/2/2024,Hyderabad,Desktop,Analytics For Data
A2353,DataAnalytics,181,5612,$203.66 ,17,3,0.017,NA,7/11/2024,Hyderabad,Tablet,Data Anaytics Training
A2354,Data Analytcis ,118,4390,$214.04 ,24,8,0.068,"$1,071 ",11/18/2024,Hyderabad,Tablet,Analytics For Data
A2355,Data Analytics ,82,3698,$229.12 ,30,9,0.11,"$1,246 ",11/20/2024,Hyderabad,Mobile,Learn Data Analytics
A2356,Data Analytics ,175,4295,$195.17 ,18,6,NA,"$1,939 ",27-11-2024,Hyderabad,Tablet,Data Analitics Online
A2357,Data Analytics ,130,3332,$202.06 ,14,5,0.038,"$1,184 ",11/14/2024,Hyderabad,Desktop,Online Data Analytic
A2358,Data Analytcis ,92,4082,$186.29 ,25,5,0.054,"$1,046 ",11/24/2024,Hyderabad,Tablet,Online Data Analytic
A2359,Data analytics ,159,4464,$204.86 ,27,3,NA,"$1,963 ",20-11-2024,Hyderabad,Tablet,Analytics For Data
A2360,DataAnalytics,193,5263,$240.50 ,18,6,0.054,"$1,670 ",11/21/2024,Hyderabad,Tablet,Online Data Analytic
A2361,Data analytics ,98,4371,$246.23 ,25,7,0.071,"$1,114 ",11/14/2024,Hyderabad,Tablet,Analytics For Data
A2362,Data Analytics ,176,3657,$209.44 ,19,3,0.017,"$1,171 ",11/7/2024,Hyderabad,Desktop,Online Data Analytic
A2363,Data Analytics ,182,5833,$243.72 ,20,5,0.027,"$1,206 ",14-11-2024,Hyderabad,Desktop,Data Analytics Course
A2364,Data Analytcis ,85,3077,$200.16 ,11,10,0.118,"$1,876 ",11/23/2024,Hyderabad,Mobile,Analytics For Data
A2365,Data Analytcis ,98,3646,$239.05 ,14,6,0.034,"$1,586 ",14-11-2024,Hyderabad,Desktop,Data Analytics Course
A2366,Data Analytics ,160,3139,$230.55 ,28,5,0.031,"$1,449 ",15-11-2024,Hyderabad,Desktop,Analytics For Data
A2367,Data Analytcis ,179,4005,$232.47 ,16,10,0.056,"$1,553 ",11/24/2024,Hyderabad,Desktop,Analytics For Data
A2368,Data Analytics ,NA,4315,$196.30 ,24,5,NA,"$1,364 ",11/26/2024,Hyderabad,Mobile,Data Analytics Course
A2369,DataAnalytics,195,3876,$187.59 ,28,3,NA,"$1,828 ",21-11-2024,Hyderabad,Mobile,Data Analytics Course
A2370,DataAnalytics,197,3174,NA,22,7,0.036,"$1,527 ",11/14/2024,Hyderabad,Tablet,Data Analitics Online
A2371,Data Analytics ,92,5550,$226.38 ,28,8,0.087,"$1,322 ",21-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2372,DataAnalytics,90,3526,$211.39 ,10,3,0.037,"$1,395 ",11/20/2024,Hyderabad,Desktop,Online Data Analytic
A2373,Data Analytics ,149,3192,NA,NA,4,0.038,"$1,708 ",11/14/2024,Hyderabad,Tablet,Online Data Analytic
A2374,DataAnalytics,82,4132,$247.13 ,11,6,0.073,"$1,091 ",11/12/2024,Hyderabad,Tablet,Data Anaytics Training
A2375,Data Analytcis ,151,5826,$226.53 ,16,8,0.053,"$1,511 ",11/25/2024,Hyderabad,Desktop,Learn Data Analytics
A2376,Data Analytics ,162,5997,$240.29 ,20,5,0.035,"$1,144 ",24-11-2024,Hyderabad,Mobile,Data Analitics Online
A2377,Data Analytcis ,197,4541,$243.81 ,19,9,0.057,"$1,701 ",11/11/2024,Hyderabad,Desktop,Data Anaytics Training
A2378,Data Analytcis ,133,4642,$184.52 ,22,4,0.032,"$1,074 ",11/14/2024,Hyderabad,Desktop,Online Data Analytic
A2379,Data Analytics ,194,5509,$235.45 ,18,5,NA,"$1,025 ",11/12/2024,Hyderabad,Tablet,Online Data Analytic
A2380,Data Analytics ,169,3647,$194.12 ,12,6,0.036,"$1,697 ",11/22/2024,Hyderabad,Desktop,Learn Data Analytics
A2381,DataAnalytics,149,5209,$183.91 ,18,10,NA,"$1,799 ",29-11-2024,Hyderabad,Desktop,Learn Data Analytics
A2382,Data Analytcis ,124,5980,$200.65 ,25,4,0.032,"$1,768 ",11/4/2024,Hyderabad,Desktop,Learn Data Analytics
A2383,DataAnalytics,170,5443,$235.99 ,23,5,NA,"$1,314 ",21-11-2024,Hyderabad,Mobile,Analytics For Data
A2384,DataAnalytics,127,5326,$226.11 ,18,10,0.04,"$1,040 ",21-11-2024,Hyderabad,Mobile,Online Data Analytic
A2385,Data analytics ,114,5565,$210.04 ,16,4,0.035,"$1,800 ",11/7/2024,Hyderabad,Desktop,Data Anaytics Training
A2386,Data analytics ,154,3312,$203.23 ,16,5,0.042,"$1,977 ",11/4/2024,Hyderabad,Desktop,Data Anaytics Training
A2387,Data Analytics ,NA,4369,$225.53 ,28,4,NA,"$1,241 ",11/23/2024,Hyderabad,Tablet,Data Analitics Online
A2388,Data analytics ,126,3570,$214.78 ,28,9,0.071,"$1,078 ",12/11/2024,Hyderabad,Tablet,Data Anaytics Training
A2389,Data Analytcis ,NA,3883,$225.89 ,23,5,NA,"$1,183 ",21-11-2024,Hyderabad,Mobile,Online Data Analytic
A2390,Data analytics ,125,5736,$197.28 ,30,5,0.04,"$1,265 ",18-11-2024,Hyderabad,Mobile,Analytics For Data
A2391,Data Analytics ,197,5921,$214.97 ,18,6,0.03,"$1,975 ",11/14/2024,Hyderabad,Desktop,Learn Data Analytics
A2392,Data Analytcis ,98,3687,$206.70 ,12,10,NA,"$1,640 ",11/7/2024,Hyderabad,Mobile,Online Data Analytic
A2393,Data analytics ,164,5334,$203.91 ,18,6,0.057,"$1,128 ",18-11-2024,Hyderabad,Desktop,Data Analytics Course
A2394,Data analytics ,111,4647,$247.00 ,15,4,NA,"$1,601 ",11/29/2024,Hyderabad,Desktop,Learn Data Analytics
A2395,Data Analytics ,191,3485,$212.43 ,10,7,NA,"$1,813 ",28-11-2024,Hyderabad,Mobile,Analytics For Data
A2396,Data analytics ,149,5720,$211.54 ,14,5,0.034,"$1,612 ",11/29/2024,Hyderabad,Desktop,Data Analytics Course
A2397,Data analytics ,183,3540,$222.14 ,15,3,0.016,"$1,248 ",11/11/2024,Hyderabad,Mobile,Learn Data Analytics
A2398,Data Analytcis ,198,4035,$215.94 ,22,8,NA,NA,10/11/2024,Hyderabad,Mobile,Learn Data Analytics
A2399,Data Analytcis ,170,3024,$234.76 ,11,10,NA,"$1,941 ",6/11/2024,Hyderabad,Mobile,Learn Data Analytics
A2400,Data analytics ,174,4334,$186.29 ,12,4,0.023,"$1,457 ",11/22/2024,Hyderabad,Mobile,Analytics For Data
A2401,Data Analytcis ,91,4038,$197.15 ,23,6,0.066,"$1,000 ",11/29/2024,Hyderabad,Mobile,Data Analitics Online
A2402,Data Analytcis ,197,4347,$215.20 ,20,6,NA,"$1,204 ",11/26/2024,Hyderabad,Desktop,Online Data Analytic
A2403,Data Analytcis ,NA,5803,$203.03 ,16,8,0.034,"$1,397 ",11/30/2024,Hyderabad,Mobile,Analytics For Data
A2404,Data analytics ,152,4182,$233.45 ,19,5,0.033,"$1,719 ",11/13/2024,Hyderabad,Mobile,Data Analytics Course
A2405,Data Analytcis ,189,4809,$225.32 ,27,10,0.053,"$1,324 ",11/18/2024,Hyderabad,Mobile,Analytics For Data
A2406,DataAnalytics,NA,5640,$210.51 ,13,8,NA,"$1,536 ",11/11/2024,Hyderabad,Desktop,Data Analytics Course
A2407,Data Analytcis ,159,3401,$222.71 ,18,3,0.019,"$1,849 ",11/5/2024,Hyderabad,Desktop,Data Analitics Online
A2408,Data Analytcis ,175,5561,$231.96 ,20,8,0.057,"$1,174 ",11/14/2024,Hyderabad,Mobile,Data Analytics Course
A2409,DataAnalytics,175,5720,$243.80 ,17,6,NA,NA,11/26/2024,Hyderabad,Desktop,Data Analitics Online
A2410,Data Analytcis ,82,4898,$215.11 ,25,8,0.098,"$1,776 ",9/11/2024,Hyderabad,Tablet,Analytics For Data
